transType,value,input,context
New-Order,2051.4345085875198,"15,1,1631,0,59412,10,47362,1,49169,8,28629,6,24526,4,40789,7,57356,5,40938,5,23982,1,52757,1,39957,5,30742,3","62,28686.840806451604,480358,19531.81968165413"
New-Order,1811.8349006469598,"3,6,2623,0,55042,6,40982,1,39827,10,32270,9,58645,4,38140,3,39350,1,54258,8,32672,4,44950,4,47890,6,57186,2,57366,9","63,28570.01285714285,480356,19531.85011959883"
New-Order,923.2431891199998,"4,2,709,0,54036,6,44582,3,40702,1,59394,3,31598,8,24402,4","62,28686.840806451604,480358,19531.81968165413"
Delivery,13549.1,"6,0,0","62,28701.429999999993,480356,19531.85011959883"
New-Order,650.85612804212,"8,6,710,0,92101,1,95298,4,86102,4,61204,9,61262,10,87098,2,72739,4,79166,8,78678,5","63,28321.0592063492,480350,19532.028812990557"
New-Order,8184.128159961602,"1,6,69,0,2969,9,13773,1,12742,5,12185,2,2614,4,2950,2,2870,2,17597,4,12506,7","62,28686.840806451604,480358,19531.81968165413"
Order-Status,926.49,"8,7,0,ANTIATIONEING","69,25713.33913043477,480361,19531.786408034823"
New-Order,2175.9918756732795,"11,9,2653,0,36862,8,49169,2,47601,4,44918,4,21424,7,40719,7,22995,2,56790,4,59858,8,40982,4","63,28264.259365079357,480358,19531.81968165413"
Payment,29644.5015,,"63,28259.12746031745,480359,19531.782346536682"
New-Order,652.48932711249,"3,7,2671,0,89138,2,92882,8,80708,4,72786,4,63508,8,72118,9,65291,10,80822,10,68564,4,84549,3,86910,4,75590,1","63,28259.12746031745,480359,19531.782346536682"
Payment,17385.7995,,"62,29016.07112903225,480357,19531.811362070323"
New-Order,3420.8621220998693,"6,2,1270,0,22733,1,22868,2,45060,9,44821,10,32022,1,32358,3,29574,4,28689,6,30166,8,37782,2,56902,9,39958,3,40453,7,57238,9,34829,2","66,27084.894848484837,480359,19531.782346536682"
New-Order,2495.60478381207,"15,6,2431,0,48102,10,28673,5,38389,6,56946,4,24422,7,49035,5,56022,7,46869,2,48533,9,28622,4,31566,4,56214,2,26453,8,45586,3","65,27476.673384615373,480359,19531.782346536682"
New-Order,1188.6031315781,"1,3,631,0,70982,2,94166,1,80622,8,65028,4,76118,3,88774,5,80918,8,72790,7,78067,9,87990,7,98374,2,95828,9,63238,6","69,25713.33913043477,480361,19531.786408034823"
New-Order,1221.6769601698195,"6,10,1791,0,49172,2,25004,3,25294,3,53078,2,39828,8,43926,3,49169,3,25558,6,25532,1,53138,10","67,26193.280746268643,480361,19531.786408034823"
Payment,2300.6187,,"65,26921.831846153833,480361,19531.786408034823"
Payment,3380.8104000000003,,"64,27861.10109374999,480359,19531.782346536682"
New-Order,1960.5905430159999,"13,10,1503,0,48462,2,32788,4,22989,10,29958,8,22133,8,25542,7","64,27290.445468749986,480361,19531.786408034823"
Payment,625.9842,,"63,28287.48412698412,480353,19531.919509569034"
New-Order,1814.6734053229598,"3,2,2504,0,20885,8,31253,1,25142,4,38930,10,57236,6,22982,5,55814,7,43029,5,21462,3,40918,9,39430,8,28692,5,24845,1","66,26568.771666666657,480361,19531.786408034823"
Order-Status,31763.51,"8,5,0,PRESPRIOUGHT","71,24345.816619718298,480366,19531.720187898427"
Payment,1081247.2029,,"69,24930.25652173912,480363,19531.825958389833"
Payment,1672.8930000000003,,"69,25713.33913043477,480361,19531.786408034823"
New-Order,11213.43387549616,"3,1,1007,0,10522,7,19851,10,13614,9,13710,5,13658,4,7046,8,6304,5","70,24880.737857142845,480362,19531.82193616484"
Payment,36815.6502,,"73,23751.566438356153,480363,19531.825958389833"
New-Order,597.3631094381999,"4,2,1405,0,65429,10,64532,2,88342,10,91134,4,89046,5,72466,2,80718,7,73814,10","71,24321.83436619717,480365,19531.75923924519"
New-Order,2309.9285888,"1,5,2111,0,57354,6,23200,1,46790,3,26132,7,37134,4,27625,1,32782,7,39884,6,20237,4,25302,8,36861,9,20689,4,36749,7,32134,6,49172,8","72,24050.754027777766,480363,19531.825958389833"
Payment,3380.8104000000003,,"67,26193.280746268643,480361,19531.786408034823"
Payment,1579.023,,"70,25391.628714285704,480361,19531.786408034823"
Delivery,23414.795000000002,"15,0,0","72,24057.21305555555,480366,19531.720187898427"
Payment,21140.7246,,"65,26950.38138461537,480360,19531.816272108448"
New-Order,10078.615028797281,"3,1,2680,0,4513,3,1521,2,19926,5,13012,7,2974,7,8282,4","72,24057.21305555555,480366,19531.720187898427"
New-Order,20107.646619670682,"8,9,39,0,17482,7,11166,2,7070,10,1958,8,2982,2,2708,2,2451,7,2966,6,17882,3","71,5876.449859154922,480368,19534.422022636845"
Payment,836.9082000000001,,"71,5876.449859154922,480368,19534.422022636845"
New-Order,2714.45297221098,"15,3,455,0,32722,7,40573,8,30098,7,36881,9,40342,9,56296,3,57358,7,31158,3,28686,5,48497,5,49083,4,36354,9,32714,10,23734,9","71,5876.449859154922,480368,19534.422022636845"
New-Order,803.07019953342,"6,2,1142,0,88790,4,80726,3,61458,5,88902,3,85074,7,99348,1,95122,1,84790,7,60750,8,65558,4,77696,2,66364,6","70,24646.433857142845,480363,19531.825958389833"
Order-Status,556.2800000000001,"8,1,1653,null","69,5009.78927536231,480372,19534.420652244542"
Payment,3911.3198999999995,,"70,5311.093142857135,480369,19534.47597490682"
New-Order,4392.0444387456,"15,9,2431,0,53782,10,28565,10,46197,10,49154,2,40852,1,38826,9,32246,3,40830,10,28658,5,45019,6,56330,9,38798,9,36785,9,55301,8,32166,10","70,5311.073142857134,480371,19534.406985226033"
New-Order,7266.702851358717,"4,3,453,0,6478,2,2742,6,13422,3,11069,10,1286,4,9690,5","71,5253.625774647879,480369,19534.47597490682"
Payment,3889.401300000001,,"70,5311.073142857134,480371,19534.406985226033"
New-Order,595.04228474824,"13,8,2423,0,63116,8,88901,7,97277,7,80470,1,97362,5,88549,1,78860,4,80434,10,76837,6,88458,1,84798,4,80917,2","71,24345.816619718298,480366,19531.720187898427"
New-Order,1037.3412632536797,"4,9,1999,0,25524,4,44299,7,36308,6,30310,3,57358,1,25478,2,40445,2","71,5260.980140845062,480370,19534.443998230563"
New-Order,1170.2839184273998,"1,5,1663,0,38890,6,32165,3,25550,2,53060,3,56212,8,32713,4,22901,2,40958,4,57173,4","71,5260.980140845062,480370,19534.443998230563"
New-Order,0.0,"15,9,1623,0","71,5524.730281690132,480373,19534.382138005287"
Order-Status,1769.5600000000004,"6,5,1623,null","71,5476.251830985907,480374,19534.351525207472"
Payment,21140.7246,,"71,24367.312112676045,480363,19531.825958389833"
Payment,33303.43350000001,,"71,5461.765211267598,480372,19534.420652244542"
Delivery,5319.539999999999,"6,0,0","72,5467.259305555547,480373,19534.382138005287"
New-Order,0.0,"6,9,2423,0","74,4656.093378378371,480377,19534.379448454056"
New-Order,27666.127375398115,"15,2,382,0,2454,7,4472,8,13264,10,2846,2,8644,4,2978,7,14798,7,19805,10,17753,5,17350,1,2854,5,13709,9,6618,8","72,5493.112083333325,480374,19534.351525207472"
Payment,4280.5341,,"70,5185.846285714278,480372,19534.420652244542"
New-Order,591.55660406444,"4,1,2039,0,92709,2,80612,1,87670,4,68534,10,89044,7,64950,6,89140,10,63382,2,99093,7,89653,7,66997,1,76374,2","74,5537.525135135128,480375,19534.32085620612"
Delivery,15838.995000000004,"15,0,0","76,5417.97263157894,480375,19534.32085620612"
Delivery,4642.4475,"1,0,0","75,5490.212266666659,480375,19534.32085620612"
New-Order,1004.709690348,"11,9,2108,0,80694,6,87606,7,61438,8,95314,7,65028,7,68243,1,80710,7,84566,4,94022,8,70211,7,92209,10,97350,9","72,5653.725694444436,480375,19534.32085620612"
New-Order,712.3253122986001,"13,1,428,0,78790,1,88150,2,85954,4,88844,2,71766,7,76756,2,71043,8,78662,3,77139,5,89046,6,96594,2,79886,6,65526,10","73,5591.74780821917,480375,19534.32085620612"
Payment,1604.5776000000003,,"70,5525.030142857135,480373,19534.382138005287"
New-Order,743.8115063405601,"8,8,2877,0,99766,8,63509,2,63508,5,80462,4,80725,5,78642,2,61373,3,97238,8,96062,7,61445,10,92080,3,60310,8,67154,2,60430,9","74,4656.093378378371,480377,19534.379448454056"
New-Order,874.02430506265,"15,5,2271,0,88628,2,88820,3,65524,9,96274,6,65552,9,92109,10,72773,3,89141,10,80366,3,76820,1,62343,6,68546,7,72234,10","74,4656.093378378371,480377,19534.379448454056"
New-Order,29535.4959210047,"6,8,1525,0,7558,3,8926,5,13500,7,11742,7,16814,5,13786,2,2132,8,16862,9,2677,4,17369,9,8030,3,16849,8,13278,7,11222,1,7078,4","75,4594.012133333326,480377,19534.379448454056"
Payment,1989.054,,"78,4933.64102564102,480378,19534.349784794507"
Payment,2599.3790999999997,,"75,5076.262799999993,480378,19534.349784794507"
New-Order,3156.917684902799,"15,10,679,0,39894,4,40850,2,25006,6,48902,3,26038,10,39830,10,31726,4,25414,5,30466,9,48141,3,56790,9,40596,6","76,5024.536842105257,480378,19534.349784794507"
New-Order,1962.8449410919995,"4,2,183,0,57298,7,32658,10,49173,6,40908,10,55686,1,40198,4,30006,6","76,5024.536842105257,480378,19534.349784794507"
Payment,676.9898999999999,,"72,5467.259305555547,480373,19534.382138005287"
New-Order,635.80768419168,"8,8,1143,0,96854,7,69452,3,97098,3,92214,3,99408,1,92694,1,97045,10,63438,2,93185,10","78,4924.240384615379,480379,19534.313244084387"
New-Order,2040.1334497004998,"6,3,2299,0,55294,8,57356,5,40717,8,44928,10,40333,6,54795,6,25430,8","80,5267.118874999995,480379,19534.313244084387"
Payment,1275.8552999999997,,"79,4877.86455696202,480379,19534.313244084387"
New-Order,1046.1849056265598,"3,3,2559,0,87702,2,72780,8,86604,5,69698,10,72788,4,75606,1,97366,4,97238,3,99282,1,72758,5,94038,10,64998,10,68678,5,93189,6,64118,9","77,4971.987532467527,480379,19534.313244084387"
Stock-Level,6614.8949999999995,"4,2","72,5653.725694444436,480375,19534.32085620612"
Payment,20991.3201,,"78,5332.696666666661,480381,19534.24319665019"
Payment,2987.28,,"79,5305.815822784804,480380,19534.277180440513"
Delivery,8229.885,"4,0,0","80,5282.037624999995,480381,19534.24319665019"
New-Order,11782.565534905196,"15,3,1471,0,13533,7,11230,5,12666,8,11741,4,11095,4,13774,2","79,5314.512151898729,480381,19534.24319665019"
Payment,27903.1554,,"77,4979.1142857142795,480378,19534.349784794507"
Stock-Level,2085.1040000000003,"13,9","69,25229.215362318828,480362,19531.82193616484"
New-Order,1197.1701552356,"6,5,667,0,20438,1,55253,7,30684,9,40977,5,54742,2,37888,8,32790,1","81,5252.922962962958,480382,19534.204272516487"
New-Order,703.46013593856,"8,5,2683,0,88274,2,80898,4,94154,9,64262,2,70446,7,81459,3,80820,9,96886,3,76876,6","79,5338.319240506325,480382,19534.204272516487"
Payment,751.4775000000001,,"76,5079.004210526309,480377,19534.379448454056"
Stock-Level,6398.9310000000005,"1,2","76,5024.536842105257,480378,19534.349784794507"
Order-Status,803.94,"1,9,2687,null","80,4750.019499999994,480387,19534.139498508524"
Payment,31571.0703,,"79,5013.731392405059,480385,19534.147184404203"
Payment,914.4090000000001,,"80,5284.320749999995,480382,19534.204272516487"
New-Order,410.2470298396401,"13,4,661,0,88596,10,88640,4,79313,8,76834,6,94166,10,97236,3,64703,2","79,5013.731392405059,480385,19534.147184404203"
Payment,16518.3705,,"79,4782.1853164556915,480386,19534.178230672864"
New-Order,2460.4440809339294,"15,3,2663,0,47618,8,28527,8,49162,1,48654,9,40598,5,25518,1,47110,10,32214,8,49046,2,31844,1,46838,4","80,5298.8953749999955,480383,19534.16688760846"
New-Order,1114.66234655776,"4,7,2655,0,47116,5,57164,9,48068,1,28658,2,59214,1,37523,4","79,5013.731392405059,480385,19534.147184404203"
New-Order,2431.4875655120395,"11,4,2652,0,49146,3,24502,8,24006,5,38934,7,40598,1,49174,2,43013,4,32786,8,30685,10","79,4782.1853164556915,480386,19534.178230672864"
Stock-Level,2444.6940000000004,"8,9","72,24057.21305555555,480366,19531.720187898427"
New-Order,15006.80221493544,"13,8,2111,0,17693,4,2982,3,19902,7,17534,9,18392,5,17788,10,2969,4","79,4782.1853164556915,480386,19534.178230672864"
New-Order,206.16774913083998,"15,1,1521,0,81734,5,84946,4,95125,3,93185,1,89110,10,67557,1","80,4750.019499999994,480387,19534.139498508524"
Payment,4792.915800000002,,"81,5255.4072839506125,480383,19534.16688760846"
New-Order,453.95644402668,"3,6,2459,0,62454,7,97301,8,88470,3,89166,1,78134,3,95365,3,76358,6,98901,2,80926,9","78,4357.641410256405,480389,19534.141657698266"
New-Order,608.19099061504,"15,7,1663,0,36881,2,32771,9,48330,2,32661,2,40125,1","79,4098.885316455691,480390,19534.143445637943"
Payment,2359.8053999999997,,"78,4106.4167948717895,480390,19534.143445637943"
Payment,2327.373,,"78,4106.4167948717895,480390,19534.143445637943"
New-Order,45478.2155658292,"8,6,391,0,8582,6,18904,10,9924,9,18902,10,10526,7,13013,4,13486,6,13726,6,2454,3,12766,1,9646,10,9689,6,13788,9,16568,10,10134,5","78,4357.641410256405,480389,19534.141657698266"
Payment,914.7654,,"81,4702.830987654315,480386,19534.178230672864"
New-Order,1171.0711781059194,"11,2,1661,0,89077,1,93206,3,74378,2,88270,8,99157,9,72401,9,76846,6,62962,7,80944,6,84566,4,78421,1,99652,10","81,4051.158518518514,480390,19534.143445637943"
New-Order,643.8022986975999,"4,7,669,0,87126,2,89174,3,68630,9,72566,2,96724,3,78900,4,96998,3,95086,5,63450,2,61844,3,68566,1,97350,8","80,4065.381249999995,480390,19534.143445637943"
New-Order,15320.778981370799,"3,3,707,0,8893,2,11230,1,13773,8,19678,7,15829,3,8890,8,10932,3,9694,2,9294,1,2913,6","82,4227.5937804878,480391,19534.11510005394"
Payment,1149.0335999999998,,"84,4147.033809523806,480391,19534.11510005394"
Payment,1308.4254000000003,,"83,4748.738433734935,480393,19534.045820130625"
Payment,418.22730000000007,,"82,4296.018292682922,480390,19534.143445637943"
Payment,2586.8241,,"84,4712.727738095234,480394,19534.007508441013"
New-Order,1583.9038603216497,"8,4,1399,0,25424,7,31654,10,49110,8,39444,6,32782,5,36336,4,39690,5,56854,4,56277,3","82,4792.877439024385,480394,19534.007508441013"
New-Order,6145.2973519063,"3,6,2671,0,2436,3,11166,2,2210,5,2878,9,2978,7,19482,2","84,4147.033809523806,480391,19534.11510005394"
Payment,1195.3089,,"80,4750.019499999994,480387,19534.139498508524"
Stock-Level,6402.963,"4,2","81,5255.4072839506125,480383,19534.16688760846"
Stock-Level,5734.588999999999,"6,6","76,5417.97263157894,480375,19534.32085620612"
Payment,914.7654,,"81,4051.158518518514,480390,19534.143445637943"
Payment,4458.0294,,"83,4757.054578313248,480394,19534.007508441013"
New-Order,1175.48303181232,"3,6,701,0,40782,1,24260,5,31750,8,28634,4,24276,4,40684,4","85,4897.208941176466,480394,19534.007508441013"
New-Order,443.08386353279997,"15,9,2544,0,79830,5,97106,2,96961,2,63243,5,72022,6,65142,2,96838,5,63117,3,76884,4,71694,4,97222,6","83,4978.660963855417,480396,19533.93249925064"
Delivery,2694.0125,"13,0,0","81,5055.789135802465,480398,19533.858897934653"
New-Order,3382.531571003129,"6,8,638,0,32534,4,54290,6,48899,8,31542,6,31878,9,39382,2,40629,8,56318,7,25553,4,59570,6,40933,2,32648,10,49170,9","82,5181.12134146341,480399,19533.821307996088"
Payment,768.1311,,"83,4978.660963855417,480396,19533.93249925064"
Payment,3400.2504,,"82,4177.612195121947,480393,19534.045820130625"
New-Order,2042.6877338876388,"4,8,2686,0,57350,5,40879,6,32710,1,34766,4,36866,1,48913,1,40611,9,43206,9,22980,3,48659,5,46820,3,49149,2,25456,1,32726,6,38259,6","81,5055.789135802465,480398,19533.858897934653"
Order-Status,349.68000000000006,"3,2,2867,null","81,5183.3367901234515,480401,19533.753792394295"
Payment,532.9799999999999,,"83,4161.897590361442,480392,19534.080501694476"
Payment,4458.0294,,"82,5181.12134146341,480399,19533.821307996088"
New-Order,327.78861903984,"4,6,690,0,87974,3,78888,5,96318,3,88854,3,71730,8,76502,4","82,5166.644268292676,480403,19533.683182182485"
Payment,378.8532,,"82,5181.12134146341,480399,19533.821307996088"
Payment,1059.372,,"81,5183.3367901234515,480401,19533.753792394295"
New-Order,1974.4235658139996,"13,10,2150,0,49037,1,21126,10,58614,1,40974,4,23486,8,30740,1,32646,5,20366,3,32179,9","82,5128.556951219507,480401,19533.753792394295"
New-Order,1313.68144567296,"15,7,2462,0,88111,8,80918,7,72502,7,79941,9,95234,8,97110,8,88718,6,63364,3,76810,1,97326,9","82,5128.556951219507,480401,19533.753792394295"
Payment,11251.734299999998,,"81,5231.143333333329,480400,19533.782997252314"
Payment,914.7654,,"82,4227.5937804878,480391,19534.11510005394"
Payment,1236.87,,"83,5121.729638554212,480401,19533.753792394295"
Delivery,13828.0375,"13,0,0","81,5222.306543209869,480404,19533.643890912674"
Payment,3695.1309,,"82,5166.644268292676,480403,19533.683182182485"
New-Order,631.2405110017999,"4,2,1149,0,72021,4,87861,5,84550,6,67534,4,65046,7,76373,4,72645,10,96078,4,96150,4,80974,3,87054,9,96054,2,87947,3,63440,4","80,5218.788624999993,480405,19533.61468658738"
Payment,975.7341000000001,,"80,5087.757499999994,480408,19533.525044004287"
Payment,783.5859,,"82,5172.6249999999945,480402,19533.71510512032"
Payment,560.0259,,"81,5184.659382716043,480403,19533.683182182485"
New-Order,564.0073585939801,"11,5,1623,0,78806,8,91990,2,95310,7,80974,3,80205,1,87766,9,97236,2,93236,10,80557,8,63170,7","79,5272.814556962019,480407,19533.53678924331"
New-Order,1482.8629508000001,"1,1,438,0,63062,7,61334,5,79952,6,87119,7,85045,3,65298,10,64786,2,67558,7,80848,5,72717,1,61458,9,88137,9,96853,10,71505,1","80,5221.617874999994,480406,19533.574999542077"
Payment,678.1239000000002,,"82,5181.12134146341,480399,19533.821307996088"
New-Order,690.728207568,"15,7,2397,0,80846,1,80953,2,89138,5,80724,9,99662,6,80774,4,62430,10,66374,1,80395,8,88326,6,85064,7,79822,5","78,5184.157179487173,480410,19533.44925309634"
Payment,1011.5685000000002,,"81,5162.927777777771,480405,19533.61468658738"
Payment,29174.7501,,"77,5192.238571428566,480411,19533.418089032122"
Payment,1857.789,,"77,5192.238571428566,480411,19533.418089032122"
Stock-Level,5423.775000000001,"6,8","80,4751.1514999999945,480386,19534.178230672864"
New-Order,9117.554806559849,"15,6,2651,0,17306,10,12338,5,2452,9,18616,8,12475,1","75,5309.02666666666,480414,19533.30207063077"
New-Order,545.32761586653,"3,7,2511,0,93250,5,72342,3,76886,10,61454,2,95002,2,80726,4,70102,1,75457,8,65537,7,88617,5,76878,7,77762,2,72726,2","76,5273.86815789473,480415,19533.26315404392"
Payment,888.3188999999999,,"80,5242.051374999994,480407,19533.53678924331"
New-Order,10251.6728953058,"15,9,255,0,12694,7,13276,3,13214,2,19934,3,2274,5,1666,10,15550,8,11230,2,13619,5","76,5248.268289473678,480413,19533.341290868506"
New-Order,821.38259397012,"1,10,1647,0,75862,4,72278,3,82998,6,94294,2,88140,6,96790,1,78961,7,64518,2,79174,1,72685,9,88942,9,72073,8","76,5273.86815789473,480415,19533.26315404392"
Payment,17051.1885,,"80,5087.757499999994,480408,19533.525044004287"
Payment,20285.8182,,"78,5184.157179487173,480410,19533.44925309634"
New-Order,1400.9903788107497,"11,5,1214,0,59350,10,39188,4,48518,6,32757,4,32722,3,50118,3,53252,1,21429,6,48661,1","76,5256.037763157889,480414,19533.30207063077"
New-Order,0.0,"11,7,1566,0","76,4758.600526315783,480421,19533.19930057181"
Order-Status,2031.4099999999999,"15,2,0,ABLEBAROUGHT","76,5321.773552631574,480419,19533.184670277424"
